source_code_str,trans_code,AlignTrans_alignment,TransMap_alignment,lineCode
source_code_str,trans_code,AlignTrans_alignment,TransMap_alignment,lineCode
"    public static long ANDequalOR(int n, int[] arr) {
        long ans = 0;
        int pre = 0;
        long count = 0;
        for (int i = 0; i < n; i++) {
            if (arr[i] == arr[pre]) {
                count++;
            } else {
                ans += (count * (count + 1)) / 2;
                pre = i;
                count = 1;
            }
        }
        ans += (count * (count + 1)) / 2;
        return ans;
    }","def ANDequalOR(n, arr):
    ans = 0
    pre = 0
    count = 0
    for i in range(n):
        if arr[i] == arr[pre]:
            count += 1
        else:
            ans += (count * (count + 1)) // 2
            pre = i
            count = 1
    ans += (count * (count + 1)) // 2
    return ans","BLOCK0: 
```java
public static long ANDequalOR(int n, int[] arr) {
```
Corresponding Python Code:
```python
def ANDequalOR(n, arr):
```
BLOCK1: 
```java
long ans = 0;
int pre = 0;
long count = 0;
```
Corresponding Python Code:
```python
ans = 0
pre = 0
count = 0
```
BLOCK2: 
```java
for (int i = 0; i < n; i++) {
```
Corresponding Python Code:
```python
for i in range(n):
```
BLOCK3: 
```java
if (arr[i] == arr[pre]) {
```
Corresponding Python Code:
```python
if arr[i] == arr[pre]:
```
BLOCK4: 
```java
count++;
```
Corresponding Python Code:
```python
count += 1
```
BLOCK5: 
```java
ans += (count * (count + 1)) / 2;
pre = i;
count = 1;
```
Corresponding Python Code:
```python
ans += (count * (count + 1)) // 2
pre = i
count = 1
```
BLOCK6: 
```java
ans += (count * (count + 1)) / 2;
return ans;
```
Corresponding Python Code:
```python
ans += (count * (count + 1)) // 2
return ans
```
","```python
def ANDequalOR(n, arr): # --- java stmt 1
    ans = 0 # --- java stmt 2
    pre = 0 # --- java stmt 3
    count = 0 # --- java stmt 4
    for i in range(n): # --- java stmt 5
        if arr[i] == arr[pre]: # --- java stmt 6
            count += 1 # --- java stmt 7
        else: # --- java stmt 8
            ans += (count * (count + 1)) // 2 # --- java stmt 9
            pre = i # --- java stmt 10
            count = 1 # --- java stmt 11
    ans += (count * (count + 1)) // 2 # --- java stmt 14
    return ans # --- java stmt 15
```
","    public static long ANDequalOR(int n, int[] arr) { // --- java stmt 1
        long ans = 0; // --- java stmt 2
        int pre = 0; // --- java stmt 3
        long count = 0; // --- java stmt 4
        for (int i = 0; i < n; i++) { // --- java stmt 5
            if (arr[i] == arr[pre]) { // --- java stmt 6
                count++; // --- java stmt 7
            } else { // --- java stmt 8
                ans += (count * (count + 1)) / 2; // --- java stmt 9
                pre = i; // --- java stmt 10
                count = 1; // --- java stmt 11
            } // --- java stmt 12
        } // --- java stmt 13
        ans += (count * (count + 1)) / 2; // --- java stmt 14
        return ans; // --- java stmt 15
    } // --- java stmt 16"
"    static long findGoodPairs(int a[], int n, int k){
        
        long ans = 0;
        Map<Integer, Integer> hm = new HashMap<>();
        for(int i = k; i < n; i++){
            hm.put(a[i - k], hm.getOrDefault(a[i - k], 0) + 1);
            ans += hm.getOrDefault(a[i], 0);
        }
        return ans;
    }","def findGoodPairs(a, n, k):
    ans = 0
    hm = defaultdict(int)
    for i in range(k, n):
        hm[a[i - k]] += 1
        ans += hm[a[i]]
    return ans","BLOCK0: 
```java
static long findGoodPairs(int a[], int n, int k){
```
Corresponding Python Code:
```python
def findGoodPairs(a, n, k):
```
BLOCK1: 
```java
long ans = 0;
Map<Integer, Integer> hm = new HashMap<>();
```
Corresponding Python Code:
```python
ans = 0
hm = defaultdict(int)
```
BLOCK2: 
```java
for(int i = k; i < n; i++){
```
Corresponding Python Code:
```python
for i in range(k, n):
```
BLOCK3: 
```java
hm.put(a[i - k], hm.getOrDefault(a[i - k], 0) + 1);
ans += hm.getOrDefault(a[i], 0);
```
Corresponding Python Code:
```python
hm[a[i - k]] += 1
ans += hm[a[i]]
```
BLOCK4: 
```java
return ans;
```
Corresponding Python Code:
```python
return ans
```
","```python
def findGoodPairs(a, n, k): # --- java stmt 1
    ans = 0 # --- java stmt 2
    hm = defaultdict(int) # --- java stmt 3
    for i in range(k, n): # --- java stmt 4
        hm[a[i - k]] += 1 # --- java stmt 5
        ans += hm[a[i]] # --- java stmt 6
    return ans # --- java stmt 8
```
","    static long findGoodPairs(int a[], int n, int k){ // --- java stmt 1
        long ans = 0; // --- java stmt 2
        Map<Integer, Integer> hm = new HashMap<>(); // --- java stmt 3
        for(int i = k; i < n; i++){ // --- java stmt 4
            hm.put(a[i - k], hm.getOrDefault(a[i - k], 0) + 1); // --- java stmt 5
            ans += hm.getOrDefault(a[i], 0); // --- java stmt 6
        } // --- java stmt 7
        return ans; // --- java stmt 8
    } // --- java stmt 9"
"    public static int HeightTower(int n, int k, int[] arr) {
        
        Stack<Integer> st = new Stack<>();
        
        int totalHeight = 0;
        
        int i = 0;
        
        for (int j = 0; j < n; j++) {
            totalHeight += arr[j];
            st.push(arr[j]);
            
            if (totalHeight > k) {
                int removeBoxes = i + 1;
                
                while (removeBoxes > 0 && !st.empty()) {
                    totalHeight -= st.pop();
                    removeBoxes--;
                }
                i++;
            }
        }
        
        return totalHeight;
    }","def Towerheight(n, k, arr):
    st = []
    totalHeight = 0
    i = 0
    for j in range(n):
        totalHeight += arr[j]
        st.append(arr[j])
        if totalHeight > k:
            removeBoxes = i + 1
            while removeBoxes > 0 and st:
                totalHeight -= st.pop()
                removeBoxes -= 1
            i += 1
    return totalHeight","BLOCK0: 
```java
public static int HeightTower(int n, int k, int[] arr) {
```
Corresponding Python Code:
```python
def Towerheight(n, k, arr):
```
BLOCK1: 
```java
Stack<Integer> st = new Stack<>();
int totalHeight = 0;
int i = 0;
```
Corresponding Python Code:
```python
st = []
totalHeight = 0
i = 0
```
BLOCK2: 
```java
for (int j = 0; j < n; j++) {
```
Corresponding Python Code:
```python
for j in range(n):
```
BLOCK3: 
```java
totalHeight += arr[j];
st.push(arr[j]);
```
Corresponding Python Code:
```python
totalHeight += arr[j]
st.append(arr[j])
```
BLOCK4: 
```java
if (totalHeight > k) {
```
Corresponding Python Code:
```python
if totalHeight > k:
```
BLOCK5: 
```java
int removeBoxes = i + 1;
```
Corresponding Python Code:
```python
removeBoxes = i + 1
```
BLOCK6: 
```java
while (removeBoxes > 0 && !st.empty()) {
```
Corresponding Python Code:
```python
while removeBoxes > 0 and st:
```
BLOCK7: 
```java
totalHeight -= st.pop();
removeBoxes--;
```
Corresponding Python Code:
```python
totalHeight -= st.pop()
removeBoxes -= 1
```
BLOCK8: 
```java
i++;
```
Corresponding Python Code:
```python
i += 1
```
BLOCK9: 
```java
return totalHeight;
```
Corresponding Python Code:
```python
return totalHeight
```
","```python
def Towerheight(n, k, arr): # --- java stmt 1
    st = [] # --- java stmt 2
    totalHeight = 0 # --- java stmt 3
    i = 0 # --- java stmt 4
    for j in range(n): # --- java stmt 5
        totalHeight += arr[j] # --- java stmt 6
        st.append(arr[j]) # --- java stmt 7
        if totalHeight > k: # --- java stmt 8
            removeBoxes = i + 1 # --- java stmt 9
            while removeBoxes > 0 and st: # --- java stmt 10
                totalHeight -= st.pop() # --- java stmt 11
                removeBoxes -= 1 # --- java stmt 12
            i += 1 # --- java stmt 14
    return totalHeight # --- java stmt 17
```
","    public static int HeightTower(int n, int k, int[] arr) { // --- java stmt 1
        Stack<Integer> st = new Stack<>(); // --- java stmt 2
        int totalHeight = 0; // --- java stmt 3
        int i = 0; // --- java stmt 4
        for (int j = 0; j < n; j++) { // --- java stmt 5
            totalHeight += arr[j]; // --- java stmt 6
            st.push(arr[j]); // --- java stmt 7
            if (totalHeight > k) { // --- java stmt 8
                int removeBoxes = i + 1; // --- java stmt 9
                while (removeBoxes > 0 && !st.empty()) { // --- java stmt 10
                    totalHeight -= st.pop(); // --- java stmt 11
                    removeBoxes--; // --- java stmt 12
                } // --- java stmt 13
                i++; // --- java stmt 14
            } // --- java stmt 15
        } // --- java stmt 16
        return totalHeight; // --- java stmt 17
    } // --- java stmt 18"
"    public static int timeTravel(int n, int[] arr) {
        int ans = 0;
        for(int i = 1; i < n; i++)
            ans += (arr[i] > arr[i - 1] ? 1 : (arr[i] < arr[i - 1] ? 2 : 0));
        return ans;
    }","def timeTravel(n, arr):
    ans = 0
    for i in range(1, n):
        ans += (arr[i] > arr[i - 1] and 1 or (arr[i] < arr[i - 1] and 2 or 0))
    return ans","BLOCK0: 
```java
public static int timeTravel(int n, int[] arr) {
```
Corresponding Python Code:
```python
def timeTravel(n, arr):
```
BLOCK1: 
```java
int ans = 0;
```
Corresponding Python Code:
```python
ans = 0
```
BLOCK2: 
```java
for(int i = 1; i < n; i++)
```
Corresponding Python Code:
```python
for i in range(1, n)
```
BLOCK3: 
```java
ans += (arr[i] > arr[i - 1] ? 1 : (arr[i] < arr[i - 1] ? 2 : 0));
```
Corresponding Python Code:
```python
ans += (arr[i] > arr[i - 1] and 1 or (arr[i] < arr[i - 1] and 2 or 0))
```
BLOCK4: 
```java
return ans;
```
Corresponding Python Code:
```python
return ans
```
","```python
def timeTravel(n, arr): # --- java stmt 1
    ans = 0 # --- java stmt 2
    for i in range(1, n): # --- java stmt 3
        ans += (arr[i] > arr[i - 1] and 1 or (arr[i] < arr[i - 1] and 2 or 0)) # --- java stmt 4
    return ans # --- java stmt 5
```

The Python code matches the Java code statement by statement. The Python code uses the ternary operator (`and`, `or`) to perform the same operation as the Java code. The ternary operator is a more concise way to write an if-else statement in Python. It is equivalent to the Java code statement `(arr[i] > arr[i - 1] ? 1 : (arr[i] < arr[i - 1] ? 2 : 0))`.
","    public static int timeTravel(int n, int[] arr) { // --- java stmt 1
        int ans = 0; // --- java stmt 2
        for(int i = 1; i < n; i++) // --- java stmt 3
            ans += (arr[i] > arr[i - 1] ? 1 : (arr[i] < arr[i - 1] ? 2 : 0)); // --- java stmt 4
        return ans; // --- java stmt 5
    } // --- java stmt 6"
"    public static int lastFairyStanding(int n, int k) {
        int i = 1, ans = 0;
        while (i <= n)
            ans = (ans + k) % i++;
        return ans + 1;
    }","def lastFairyStanding(n, k):
    i = 1
    ans = 0
    while i <= n:
        ans = (ans + k) % i
        i += 1
    return ans + 1","BLOCK0: 
```java
public static int lastFairyStanding(int n, int k) {
```
Corresponding Python Code:
```python
def lastFairyStanding(n, k):
```
BLOCK1: 
```java
int i = 1, ans = 0;
```
Corresponding Python Code:
```python
i = 1
ans = 0
```
BLOCK2: 
```java
while (i <= n)
```
Corresponding Python Code:
```python
while i <= n:
```
BLOCK3: 
```java
ans = (ans + k) % i++;
```
Corresponding Python Code:
```python
ans = (ans + k) % i
```
BLOCK4: 
```java
return ans + 1;
```
Corresponding Python Code:
```python
return ans + 1
```
","```python
def lastFairyStanding(n, k): # --- java stmt 1
    i = 1 # --- java stmt 2
    ans = 0 # --- java stmt 2
    while i <= n: # --- java stmt 3
        ans = (ans + k) % i # --- java stmt 4
        i += 1 # --- java stmt 5
    return ans + 1 # --- java stmt 6
```
","    public static int lastFairyStanding(int n, int k) { // --- java stmt 1
        int i = 1, ans = 0; // --- java stmt 2
        while (i <= n) // --- java stmt 3
            ans = (ans + k) % i++; // --- java stmt 4
        return ans + 1; // --- java stmt 5
    } // --- java stmt 6"
"    public static int collectingCoins(int N, int[][] Coins) {
        Map<Integer, Integer> hor = new HashMap<>(); 
        Map<Integer, Integer> ver = new HashMap<>(); 
        Map<Integer, Integer> diaa = new HashMap<>(); 
        Map<Integer, Integer> diab = new HashMap<>(); 
        int m = 0; 
            
            for (int[] el : Coins) {
                int a = el[0], b = el[1];
                hor.put(a, hor.getOrDefault(a, 0) + 1); 
                ver.put(b, ver.getOrDefault(b, 0) + 1); 
                diaa.put(a + b, diaa.getOrDefault(a + b, 0) + 1); 
                diab.put(a - b, diab.getOrDefault(a - b, 0) + 1); 
                
                m = Math.max(m, hor.get(a));
                m = Math.max(m, ver.get(b));
                m = Math.max(m, diaa.get(a + b));
                m = Math.max(m, diab.get(a - b));
            }
            return m; 
    }","def collectingCoins(N, Coins):
    hor = defaultdict(int)
    ver = defaultdict(int)
    diaa = defaultdict(int)
    diab = defaultdict(int)
    m = 0
    for el in Coins:
        a, b = el[0], el[1]
        hor[a] += 1
        ver[b] += 1
        diaa[a + b] += 1
        diab[a - b] += 1
        m = max(m, hor[a])
        m = max(m, ver[b])
        m = max(m, diaa[a + b])
        m = max(m, diab[a - b])
    return m","BLOCK0: 
```java
public static int collectingCoins(int N, int[][] Coins) {
```
Corresponding Python Code:
```python
def collectingCoins(N, Coins):
```
BLOCK1: 
```java
Map<Integer, Integer> hor = new HashMap<>();
Map<Integer, Integer> ver = new HashMap<>();
Map<Integer, Integer> diaa = new HashMap<>();
Map<Integer, Integer> diab = new HashMap<>();
int m = 0;
```
Corresponding Python Code:
```python
hor = defaultdict(int)
ver = defaultdict(int)
diaa = defaultdict(int)
diab = defaultdict(int)
m = 0
```
BLOCK2: 
```java
for (int[] el : Coins) {
```
Corresponding Python Code:
```python
for el in Coins:
```
BLOCK3: 
```java
int a = el[0], b = el[1];
hor.put(a, hor.getOrDefault(a, 0) + 1);
ver.put(b, ver.getOrDefault(b, 0) + 1);
diaa.put(a + b, diaa.getOrDefault(a + b, 0) + 1);
diab.put(a - b, diab.getOrDefault(a - b, 0) + 1);
m = Math.max(m, hor.get(a));
m = Math.max(m, ver.get(b));
m = Math.max(m, diaa.get(a + b));
m = Math.max(m, diab.get(a - b));
```
Corresponding Python Code:
```python
a, b = el[0], el[1]
hor[a] += 1
ver[b] += 1
diaa[a + b] += 1
diab[a - b] += 1
m = max(m, hor[a])
m = max(m, ver[b])
m = max(m, diaa[a + b])
m = max(m, diab[a - b])
```
BLOCK4: 
```java
return m;
```
Corresponding Python Code:
```python
return m
```
","```python
def collectingCoins(N, Coins): # --- java stmt 1
    hor = defaultdict(int) # --- java stmt 2
    ver = defaultdict(int) # --- java stmt 3
    diaa = defaultdict(int) # --- java stmt 4
    diab = defaultdict(int) # --- java stmt 5
    m = 0 # --- java stmt 6
    for el in Coins: # --- java stmt 7
        a, b = el[0], el[1] # --- java stmt 8
        hor[a] += 1 # --- java stmt 9
        ver[b] += 1 # --- java stmt 10
        diaa[a + b] += 1 # --- java stmt 11
        diab[a - b] += 1 # --- java stmt 12
        m = max(m, hor[a]) # --- java stmt 13
        m = max(m, ver[b]) # --- java stmt 14
        m = max(m, diaa[a + b]) # --- java stmt 15
        m = max(m, diab[a - b]) # --- java stmt 16
    return m # --- java stmt 18
```
","    public static int collectingCoins(int N, int[][] Coins) { // --- java stmt 1
        Map<Integer, Integer> hor = new HashMap<>();  // --- java stmt 2
        Map<Integer, Integer> ver = new HashMap<>();  // --- java stmt 3
        Map<Integer, Integer> diaa = new HashMap<>();  // --- java stmt 4
        Map<Integer, Integer> diab = new HashMap<>();  // --- java stmt 5
        int m = 0;  // --- java stmt 6
            for (int[] el : Coins) { // --- java stmt 7
                int a = el[0], b = el[1]; // --- java stmt 8
                hor.put(a, hor.getOrDefault(a, 0) + 1);  // --- java stmt 9
                ver.put(b, ver.getOrDefault(b, 0) + 1);  // --- java stmt 10
                diaa.put(a + b, diaa.getOrDefault(a + b, 0) + 1);  // --- java stmt 11
                diab.put(a - b, diab.getOrDefault(a - b, 0) + 1);  // --- java stmt 12
                m = Math.max(m, hor.get(a)); // --- java stmt 13
                m = Math.max(m, ver.get(b)); // --- java stmt 14
                m = Math.max(m, diaa.get(a + b)); // --- java stmt 15
                m = Math.max(m, diab.get(a - b)); // --- java stmt 16
            } // --- java stmt 17
            return m;  // --- java stmt 18
    } // --- java stmt 19"
"    public static String trafficLights(int n, int q, int[][] queries) {
        int[] darr = new int[n + 1];
        for (int[] Q : queries) {
            int a = Q[0];
            int b = Q[1];
            darr[a - 1]++;
            darr[b]--;
        }
        Arrays.parallelPrefix(darr, (A, B) -> A + B);
        StringBuilder sb = new StringBuilder();
        for (int i = 0; i < n; i++) {
            int X = darr[i] % 3;
            if (X == 0)
                sb.append(""R"");
            else if (X == 1)
                sb.append(""Y"");
            else if (X == 2)
                sb.append(""G"");
        }
        return sb.toString();
    }","def trafficLights(n, q, queries):
    darr = [0] * (n + 1)
    for query in queries:
        a = query[0]
        b = query[1]
        darr[a - 1] += 1
        darr[b] -= 1
    for i in range(1, n + 1):
        darr[i] += darr[i - 1]
    result = []
    for i in range(n):
        x = darr[i] % 3
        if x == 0:
            result.append(""R"")
        elif x == 1:
            result.append(""Y"")
        else:
            result.append(""G"")
    return """".join(result)","BLOCK0: 
```java
public static String trafficLights(int n, int q, int[][] queries) {
```
Corresponding Python Code:
```python
def trafficLights(n, q, queries):
```
BLOCK1: 
```java
int[] darr = new int[n + 1];
```
Corresponding Python Code:
```python
darr = [0] * (n + 1)
```
BLOCK2: 
```java
for (int[] Q : queries) {
```
Corresponding Python Code:
```python
for query in queries:
```
BLOCK3: 
```java
int a = Q[0];
int b = Q[1];
darr[a - 1]++;
darr[b]--;
```
Corresponding Python Code:
```python
a = query[0]
b = query[1]
darr[a - 1] += 1
darr[b] -= 1
```
BLOCK4: 
```java
Arrays.parallelPrefix(darr, (A, B) -> A + B);
StringBuilder sb = new StringBuilder();
```
Corresponding Python Code:
```python
for i in range(1, n + 1):
    darr[i] += darr[i - 1]
```
BLOCK5: 
```java
for (int i = 0; i < n; i++) {
```
Corresponding Python Code:
```python
for i in range(n):
```
BLOCK6: 
```java
int X = darr[i] % 3;
```
Corresponding Python Code:
```python
x = darr[i] % 3
```
BLOCK7: 
```java
if (X == 0)
```
Corresponding Python Code:
```python
if x == 0:
```
BLOCK8: 
```java
sb.append(""R"");
```
Corresponding Python Code:
```python
result.append(""R"")
```
BLOCK9: 
```java
else if (X == 1)
```
Corresponding Python Code:
```python
elif x == 1:
```
BLOCK10: 
```java
sb.append(""Y"");
```
Corresponding Python Code:
```python
result.append(""Y"")
```
BLOCK11: 
```java
else if (X == 2)
```
Corresponding Python Code:
```python
elif x == 2:
```
BLOCK12: 
```java
sb.append(""G"");
```
Corresponding Python Code:
```python
result.append(""G"")
```
BLOCK13: 
```java
return sb.toString();
```
Corresponding Python Code:
```python
return """".join(result)
```
","```python
def trafficLights(n, q, queries): # --- java stmt 1
    darr = [0] * (n + 1) # --- java stmt 2
    for query in queries: # --- java stmt 3
        a = query[0] # --- java stmt 4
        b = query[1] # --- java stmt 5
        darr[a - 1] += 1 # --- java stmt 6
        darr[b] -= 1 # --- java stmt 7
    for i in range(1, n + 1): # --- java stmt 8
        darr[i] += darr[i - 1] # --- java stmt 9
    result = [] # --- java stmt 10
    for i in range(n): # --- java stmt 11
        x = darr[i] % 3 # --- java stmt 12
        if x == 0: # --- java stmt 13
            result.append(""R"") # --- java stmt 14
        elif x == 1: # --- java stmt 15
            result.append(""Y"") # --- java stmt 16
        else: # --- java stmt 17
            result.append(""G"") # --- java stmt 18
    return """".join(result) # --- java stmt 19
```
","    public static String trafficLights(int n, int q, int[][] queries) { // --- java stmt 1
        int[] darr = new int[n + 1]; // --- java stmt 2
        for (int[] Q : queries) { // --- java stmt 3
            int a = Q[0]; // --- java stmt 4
            int b = Q[1]; // --- java stmt 5
            darr[a - 1]++; // --- java stmt 6
            darr[b]--; // --- java stmt 7
        } // --- java stmt 8
        Arrays.parallelPrefix(darr, (A, B) -> A + B); // --- java stmt 9
        StringBuilder sb = new StringBuilder(); // --- java stmt 10
        for (int i = 0; i < n; i++) { // --- java stmt 11
            int X = darr[i] % 3; // --- java stmt 12
            if (X == 0) // --- java stmt 13
                sb.append(""R""); // --- java stmt 14
            else if (X == 1) // --- java stmt 15
                sb.append(""Y""); // --- java stmt 16
            else if (X == 2) // --- java stmt 17
                sb.append(""G""); // --- java stmt 18
        } // --- java stmt 19
        return sb.toString(); // --- java stmt 20
    } // --- java stmt 21"
"    public static ArrayList<Long> maxSumII(int n, int[] arr, int[] brr) {
        long[] ans = new long[n];     
        long ma = 0;                  
        int[] v = new int[n];         
        long[][] vp = new long[n][2]; 
        ArrayList<Long> fans = new ArrayList<>(); 
        
        for (int i = brr.length - 1; i >= 0; --i) {
            fans.add(ma);            
            long b = brr[i] - 1;     
            long temp = arr[(int)b]; 
            long left = b;           
            long right = b;          
            
            if (b - 1 >= 0 && v[(int)(b - 1)] != 0) {
                temp += ans[(int)(b - 1)];
                left = Math.min(left, vp[(int)(b - 1)][0]);
            }
            
            if (b + 1 < n && v[(int)(b + 1)] != 0) {
                temp += ans[(int)(b + 1)];
                right = Math.max(right, vp[(int)(b + 1)][1]);
            }
            v[(int)b] = arr[(int)b];                  
            ans[(int)left] = temp;                    
            ans[(int)right] = temp;                   
            vp[(int)left] = new long[] {left, right}; 
            vp[(int)right] = new long[] {left, right}; 
            ma = Math.max(temp, ma);                   
        }
        Collections.reverse(fans); 
        return fans;               
    }","def maxSumII(n, arr, brr):
    ans = [0]*n
    ma = 0
    v = [0]*n
    vp = [[0, 0]]*n
    fans = []
    for i in range(len(brr) - 1, -1, -1):
        fans.append(ma)
        b = brr[i] - 1
        temp = arr[b]
        left = b
        right = b
        if b - 1 >= 0 and v[b - 1] != 0:
            temp += ans[b - 1]
            left = min(left, vp[b - 1][0])
        if b + 1 < n and v[b + 1] != 0:
            temp += ans[b + 1]
            right = max(right, vp[b + 1][1])
        v[b] = arr[b]
        ans[left] = temp
        ans[right] = temp
        vp[left] = [left, right]
        vp[right] = [left, right]
        ma = max(temp, ma)
    fans.reverse()
    return fans","BLOCK0: 
```java
public static ArrayList<Long> maxSumII(int n, int[] arr, int[] brr) {
```
Corresponding Python Code:
```python
def maxSumII(n, arr, brr):
```
BLOCK1: 
```java
long[] ans = new long[n];
long ma = 0;
int[] v = new int[n];
long[][] vp = new long[n][2];
ArrayList<Long> fans = new ArrayList<>();
```
Corresponding Python Code:
```python
ans = [0]*n
ma = 0
v = [0]*n
vp = [[0, 0]]*n
fans = []
```
BLOCK2: 
```java
for (int i = brr.length - 1; i >= 0; --i) {
```
Corresponding Python Code:
```python
for i in range(len(brr) - 1, -1, -1):
```
BLOCK3: 
```java
fans.add(ma);
```
Corresponding Python Code:
```python
fans.append(ma)
```
BLOCK4: 
```java
if (b - 1 >= 0 && v[(int)(b - 1)] != 0) {
```
Corresponding Python Code:
```python
if b - 1 >= 0 and v[b - 1] != 0:
```
BLOCK5: 
```java
temp += ans[(int)(b - 1)];
left = Math.min(left, vp[(int)(b - 1)][0]);
```
Corresponding Python Code:
```python
temp += ans[b - 1]
left = min(left, vp[b - 1][0])
```
BLOCK6: 
```java
if (b + 1 < n && v[(int)(b + 1)] != 0) {
```
Corresponding Python Code:
```python
if b + 1 < n and v[b + 1] != 0:
```
BLOCK7: 
```java
temp += ans[(int)(b + 1)];
right = Math.max(right, vp[(int)(b + 1)][1]);
```
Corresponding Python Code:
```python
temp += ans[b + 1]
right = max(right, vp[b + 1][1])
```
BLOCK8: 
```java
v[(int)b] = arr[(int)b];
```
Corresponding Python Code:
```python
v[b] = arr[b]
```
BLOCK9: 
```java
ans[(int)left] = temp;
ans[(int)right] = temp;
vp[(int)left] = new long[] {left, right};
vp[(int)right] = new long[] {left, right};
ma = Math.max(temp, ma);
```
Corresponding Python Code:
```python
ans[left] = temp
ans[right] = temp
vp[left] = [left, right]
vp[right] = [left, right]
ma = max(temp, ma)
```
BLOCK10: 
```java
Collections.reverse(fans);
return fans;
```
Corresponding Python Code:
```python
fans.reverse()
return fans
```
","```python
def f_gold ( x ) : # --- java stmt 1
    m = 1 ; # --- java stmt 2
    while ( x & m ) : # --- java stmt 3
        x = x ^ m # --- java stmt 4
        m <<= 1 # --- java stmt 5
    x = x ^ m # --- java stmt 6
    return x # --- java stmt 7
```

## Java_code
public static ArrayList<Long> maxSumII(int n, int[] arr, int[] brr) { // --- java stmt 1
        long[] ans = new long[n];      // --- java stmt 2
        long ma = 0;                   // --- java stmt 3
        int[] v = new int[n];          // --- java stmt 4
        long[][] vp = new long[n][2];  // --- java stmt 5
        ArrayList<Long> fans = new ArrayList<>();  // --- java stmt 6
        for (int i = brr.length - 1; i >= 0; --i) { // --- java stmt 7
            fans.add(ma);             // --- java stmt 8
            long b = brr[i] - 1;      // --- java stmt 9
            long temp = arr[(int)b];  // --- java stmt 10
            long left = b;            // --- java stmt 11
            long right = b;           // --- java stmt 12
            if (b - 1 >= 0 && v[(int)(b - 1)] != 0) { // --- java stmt 13
                temp += ans[(int)(b - 1)]; // --- java stmt 14
                left = Math.min(left, vp[(int)(b - 1)][0]); // --- java stmt 15
            } // --- java stmt 16
            if (b + 1 < n && v[(int)(b + 1)] != 0) { // --- java stmt 17
                temp += ans[(int)(b + 1)]; // --- java stmt 18
                right = Math.max(right, vp[(int)(b + 1)][1]); // --- java stmt 19
            } // --- java stmt 20
            v[(int)b] = arr[(int)b];                   // --- java stmt 21
            ans[(int)left] = temp;                     // --- java stmt 22
            ans[(int)right] = temp;                    // --- java stmt 23
            vp[(int)left] = new long[] {left, right};  // --- java stmt 24
            vp[(int)right] = new long[] {left, right};  // --- java stmt 25
            ma = Math.max(temp, ma);                    // --- java stmt 26
        } // --- java stmt 27
        Collections.reverse(fans);  // --- java stmt 28
        return fans;                // --- java stmt 29
    } // --- java stmt 30

## Python_code
def maxSumII(n, arr, brr):
    ans = [0]*n
    ma = 0
    v = [0]*n
    vp = [[0, 0]]*n
    fans = []
    for i in range(len(brr) - 1, -1, -1):
        fans.append(ma)
        b = brr[i] - 1
        temp = arr[b]
        left = b
        right = b
        if b - 1 >= 0 and v[b - 1] != 0:
            temp += ans[b - 1]
            left = min(left, vp[b - 1][0])
        if b + 1 < n and v[b + 1] != 0:
            temp += ans[b + 1]
            right = max(right, vp[b + 1][1])
        v[b] = arr[b]
        ans[left] = temp
        ans[right] = temp
        vp[left] = [left, right]
        vp[right] = [left, right]
        ma = max(temp, ma)
    fans.reverse()
    return fans
```
","    public static ArrayList<Long> maxSumII(int n, int[] arr, int[] brr) { // --- java stmt 1
        long[] ans = new long[n];      // --- java stmt 2
        long ma = 0;                   // --- java stmt 3
        int[] v = new int[n];          // --- java stmt 4
        long[][] vp = new long[n][2];  // --- java stmt 5
        ArrayList<Long> fans = new ArrayList<>();  // --- java stmt 6
        for (int i = brr.length - 1; i >= 0; --i) { // --- java stmt 7
            fans.add(ma);             // --- java stmt 8
            long b = brr[i] - 1;      // --- java stmt 9
            long temp = arr[(int)b];  // --- java stmt 10
            long left = b;            // --- java stmt 11
            long right = b;           // --- java stmt 12
            if (b - 1 >= 0 && v[(int)(b - 1)] != 0) { // --- java stmt 13
                temp += ans[(int)(b - 1)]; // --- java stmt 14
                left = Math.min(left, vp[(int)(b - 1)][0]); // --- java stmt 15
            } // --- java stmt 16
            if (b + 1 < n && v[(int)(b + 1)] != 0) { // --- java stmt 17
                temp += ans[(int)(b + 1)]; // --- java stmt 18
                right = Math.max(right, vp[(int)(b + 1)][1]); // --- java stmt 19
            } // --- java stmt 20
            v[(int)b] = arr[(int)b];                   // --- java stmt 21
            ans[(int)left] = temp;                     // --- java stmt 22
            ans[(int)right] = temp;                    // --- java stmt 23
            vp[(int)left] = new long[] {left, right};  // --- java stmt 24
            vp[(int)right] = new long[] {left, right};  // --- java stmt 25
            ma = Math.max(temp, ma);                    // --- java stmt 26
        } // --- java stmt 27
        Collections.reverse(fans);  // --- java stmt 28
        return fans;                // --- java stmt 29
    } // --- java stmt 30"
